Insula of Reil,Mood Disorders,Collectively, this study supports a role for the insula-BNST neural circuit in negative affective disturbances and highlights the therapeutic potential of the eCB system for treating negative affective disorders.,2019 Feb;44(3):526-537.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Structure of superior longitudinal fasciculus,Chronic Fatigue Syndrome,Data conclusion:                    Right SLF abnormalities may be a diagnostic marker for ME/CFS.,2019 Mar;49(3):818-824.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Somatosensory Cortex,cortex bone disorders,In this study, we used the Gap-crossing task a barrel cortex-dependent, whisker-sensitive, tactile behavior to test the hypothesis that unilateral lesions of the somatosensory cortex would affect behavioral functions of the intact somatosensory cortex and degrade the execution of a bilaterally learnt behavior.,2018 Nov 22;12:57.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dorsal Septal Nucleus,Hypoplastic enamel-onycholysis-hypohidrosis syndrome,The fourth group of DS TNs has the emergent rostro-caudal preference not explicitly present in any of the DS GC inputs.,2019 Apr 1;1708:20-26.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRAIN HIPPOCAMPUS,neuropathology disease,Brain ischemia is the second naturally occurring neuropathology, such as Alzheimer's disease, which causes the death of neurons in the CA1 region of the hippocampus.,2018 Dec 12;19(12):4002.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Genus Hippocampus,Alzheimer's Disease,Brain ischemia is the second naturally occurring neuropathology, such as Alzheimer's disease, which causes the death of neurons in the CA1 region of the hippocampus.,2018 Dec 12;19(12):4002.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cerebral cortex,Neurodevelopmental disorder,The original findings of early developmental dynamics of transitional subtypes of astroglia, calretinin neurons, ECM and synaptic markers presented in the SP are interesting in the light of recent concepts concerning its functional and morphogenetic role and an increasing interest in SP as a prospective substrate of abnormalities in cortical circuitry, leading to a cognitive deficit in different neurodevelopmental disorders.,2019 Sep;235(3):481-506.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superior colliculus of corpora quadrigemina,Parkinson Disease,&gt;b&lt;Abbreviations:&gt;/b&lt; 3MA: 3-methyladenine; BafA: bafilomycin A1; dd: dorsal diencephalon; dpf: days post fertilization; e: eye; eGFP: enhanced green fluorescent protein; Elavl3: ELAV like neuron-specific RNA binding protein 3; FDA: Food and Drug Administration; hb: habenula; hpt, hours post treatment; Map1lc3b: microtubule-associated protein 1 light chain 3 beta; nt: neural tube; ot, optic tectum; P/E: pepstatin A and E64d; PD: Parkinson disease; PMTs: photomultiplier tubes; PTU: 1-phenyl-2-thiourea; Ta: annealing temperature; Tel, telencephalon.,2019 Aug;15(8):1322-1332.;;;;;;;;;;;;;;;;;;;;;;;;;;
Anterodorsal nucleus of thalamus,Alzheimer's Disease,For decades, scientists have known that carriers of the apolipoprotein E ε4 (&gt;i&lt;APOE&gt;/i&lt; ε4) allele (homozygous/heterozygous) are at respectively higher risk for developing Alzheimer's disease (AD).,2019 Mar 14;11:264-269.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Structure of angular gyrus,Hypertensive disease,We used designer receptors exclusively activated by designer drugs (DREADDs) to determine the role of the MnPO in drinking behavior and vasopressin release in response to peripheral angiotensin II (ANG II) or 3% hypertonic saline (3% HTN) in adult male Sprague Dawley rats (250-300 g).,2019 Mar 26;6(2):ENEURO.0473-18.2019.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRAIN HIPPOCAMPUS,Neurodegenerative Disorders,In this study, we examined phosphorylated p65 (pp65), which is the activated form of a subunit of nuclear factor-kappa B (NF-κB), in the hippocampus of 21 autopsied cases, including AD, amyotrophic lateral sclerosis cases with optineurin mutation (ALS-OPTN), and a variety of other neurodegenerative disorder cases and normal controls.,2019 Jun 21;704:229-235.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dorsal Motor Nucleus,Disease Progression,Along the disease progression, DMN and SN showed increased structural association at the early stage while decreased structural association at the late stage.,2019;23:101828.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRAIN HIPPOCAMPUS,Mild cognitive disorder,Here, we demonstrate that hippocampal neurogenesis is persistent through the tenth decade of life and is detectable in patients with mild cognitive impairments and Alzheimer's disease.,2019 Jun 6;24(6):974-982.e3.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Structure of anterior commissure,Recurrent disease,N-AC 100 mg/kg, but not 60 mg/kg, induced anti-relapse activity that persisted 50 days after treatment only when paired with either LP-EXT or eCET with the greater activity found in the latter condition.,2020 Jul;25(4):e12771.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cerebellum,Retinal Diseases,At the RNA level, the hippocampus, hypothalamus, cerebellum, and olfactory bulb, all showed high levels of total lsr compared to whole brain tissues, whereas at the protein level, only the hypothalamus, olfactory bulb, and retina showed the highest levels of total LSR.,2019 Jun 24;14(6):e0218812.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cerebral cortex,Neurodegenerative Disorders,Together, our data indicate that PLA2G4A -mediated lysosomal membrane damage is involved in neuronal cell death following CCI-induced TBI and potentially in other neurodegenerative disorders.&gt;b&lt;Abbreviations&gt;/b&lt;: AACOCF&gt;sub&lt;3&gt;/sub&lt;, arachidonyl trifluoromethyl ketone; ACTB/β-actin, actin, beta; AD, Alzheimer disease; ATG5, autophagy related 5; ATG7, autophagy related 7; ATG12, autophagy related 12; BECN1, beclin 1, autophagy related; C1P, ceramide-1-phosphate; CCI, controlled cortical impact; CTSD, cathepsin D; CTSL, cathepsin L; GFP, green fluorescent protein; IF, immunofluorescence; LAMP1, lysosomal-associated membrane protein 1; LAMP2, lysosomal-associated membrane protein 2; LC-MS/MS, liquid chromatography-tandem mass spectrometry; LMP, Lysosomal membrane permeabilization; LPC, lysophosphatidylcholine; LPE, lysophosphatidylethanolamine; MAP1LC3/LC3, microtuble-associated protein 1 light chain 3; NAGLU, alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB); PC, diacyl glycerophosphatidylcholine; PE, diacyl glycerophosphatidylethanolamine; PE-O, plasmanyl glycerophosphatidylethanolamine; PE-P, plasmenyl glycerophosphatidylethanolamine; PLA2G4A/cPLA2, phospholipase A2, group IVA (cytosolic, calcium-dependent); RBFOX3, RNA binding protein, fox-1 homolog (C.,2020 Mar;16(3):466-485.;;;;;;;;;;;;;;
BRAIN HIPPOCAMPUS,Neurodegenerative Disorders,These findings, by showing that intravenous injection of human MSC restores behavioral and hippocampal alterations in experimental sAD, support the potential use of MSC therapy for the treatment of neurodegenerative diseases.,2020 Feb;57(2):600-615.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nucleus, Principal Pretectal,Parkinson Disease,For the texture and fractal analysis of the hippocampal gyrus dentatus images, we used.tif images from three experimental groups of adult male Wistar rats: control rats, rats with Parkinson disease (PD) cholinergic neuropathology (with a PPT lesion), and hemiparkinsonian rats (with a SNpc lesion).,2019 Dec;115:103482.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Somatosensory Cortex,cortex bone disorders,Furthermore, we corroborated the findings with injections of adeno-associated viral vectors into the deep layers of the somatosensory cortex (the barrel cortex) of male mice.,2020 Mar;98(3):481-490.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cuneiform nucleus,Chronic Fatigue Syndrome,When corresponding correlations from HC and ME/CFS were compared, ME/CFS connectivity deficits were detected within the brainstem between the medulla and cuneiform nucleus and between the brainstem and hippocampus and intralaminar thalamus, but only during task.,2019;24:102045.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Genus Hippocampus,cortex bone disorders,Methods:                    To determine the effect of an inflammatory stimulus on microglial cells, lipopolysaccharide (LPS) was administered peripherally to mice and the inflammatory status of the cortex, hippocampus, midbrain, and striatum was assessed.,2019 Nov 22;16(1):233.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Occipital lobe,Functional disorder,Therefore, OL dysfunction and regeneration failure in the deep WM of the brain are the key pathophysiological mechanisms leading to delayed brain injury after CO poisoning.,2020 Mar;136:109522.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pituitary Gland,Pituitary Diseases,Previously, we reported the independent pituitary induction and hypothalamic differentiation of human embryonic stem cells (ESCs).,2020 Jan 7;30(1):18-24.e5.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anterodorsal nucleus of thalamus,Alzheimer's Disease,Here, we show that endogenous APP is highly expressed in a heterogeneous subset of GABAergic interneurons throughout various laminae of the hippocampus, suggesting that these cells may have a profound contribution to AD plaque pathology.,2020 Jan 8;15(1):3.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anterodorsal nucleus of thalamus,Alzheimer's Disease,These findings reveal a crucial role of GABAergic interneurons in the pathology of AD.,2020 Jan 8;15(1):3.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Genus Hippocampus,Functional disorder,The dentate gyrus of the hippocampus is notably susceptible to damage following TBI, as hilar mossy cell changes in particular may contribute to post-TBI dysfunction.,2020 Jan 31;17(1):44.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Corpus Callosum,Autistic Disorder,Previous evidence suggests the involvement of the CC in the pathophysiology of autism.,2019;15(9):895-899.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cerebral cortex,Disorders, Mental,Altered cortical excitation-inhibition (E-I) balance resulting from abnormal parvalbumin interneuron (PV IN) function is a proposed pathophysiological mechanism of schizophrenia and other major psychiatric disorders.,2020 Mar 3;7(2):ENEURO.0496-19.2020.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cerebral cortex,cortex bone disorders,Here we show in mice that anchoring of the centrosome to the apical membrane controls the mechanical properties of cortical RGPs, and consequently their mitotic behaviour and the size and formation of the cortex.,2020 Apr;580(7801):106-112.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRAIN HIPPOCAMPUS,Bipolar Disorder,Conclusions:                    Our computational model of BD hippocampal neurons that was based on our measurements reproduced the experimental phenotypes of hyperexcitability and physiological instability.,2020 Jul 15;88(2):150-158.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Genus Hippocampus,cortex bone disorders,The number of NeuN-positive neurons remained unchanged in the experimental brain cortex, whereas the number of immature DCX neurons in the hippocampus fell markedly in the cryoprotected brains.,2020 Dec;23(6):516-525.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Structure of median forebrain bundle,Parkinson Disease,We have recently demonstrated that extracellular vesicles (EVs) derived from the human teeth stem cells improve motor symptoms and normalize tyrosine hydroxylase (TH) expression in the nigrostriatal structures of Parkinson's disease (PD) model rats obtained by 6-hydroxydopamine (6-OHDA) unilateral injection into the medial forebrain bundle (MFB).,2021 Apr;41(3):605-613.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anterodorsal nucleus of thalamus,Alzheimer's Disease,In this study, we aimed to clarify whether the effects of SY and HSYA on the learning and memory abilities of Aβ&gt;sub&lt;1-42&gt;/sub&lt;-induced AD model rats are related to the enhancement of synaptic structural plasticity in brain tissues and the amelioration of disorder of glutamate circulation.,2020 Aug;45(8):1870-1887.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cerebral hemisphere structure (body structure),Neurotoxicity Syndromes,Our findings indicated vincristine exhibited dose-dependent neurotoxicity, inhibited fibronectin, tubulin, and MMP10 expression in cerebral organoids.,2019 Apr 15;404:530-540.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Triangular Septal Nucleus,Timothy syndrome,Together, our studies indicate TRPV1 contributes to the CIH increase in aEPSCs and mEPSCs, but the CIH reduction in TS-EPSC amplitude occurs via an alternative mechanism.,2019 Mar 1;121(3):881-892.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Structure of nucleus prepositus,Prion Diseases,Cellular prion protein (PrP&gt;sup&lt;C&gt;/sup&lt;) binds the scrapie conformation of PrP (PrP&gt;sup&lt;Sc&gt;/sup&lt;) and oligomeric β-amyloid peptide (Aβo) to mediate transmissible spongiform encephalopathy (TSE) and Alzheimer's disease (AD), respectively.,2019 Jan 2;26(1):145-158.e8.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anterodorsal nucleus of thalamus,Alzheimer's Disease,Cellular prion protein (PrP&gt;sup&lt;C&gt;/sup&lt;) binds the scrapie conformation of PrP (PrP&gt;sup&lt;Sc&gt;/sup&lt;) and oligomeric β-amyloid peptide (Aβo) to mediate transmissible spongiform encephalopathy (TSE) and Alzheimer's disease (AD), respectively.,2019 Jan 2;26(1):145-158.e8.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nuclei, Raphe,Bipolar Disorder,As the source of most serotonergic neurons projecting throughout the brain, the raphe nucleus has been repeatedly implicated in bipolar disorder (BD) and major depressive disorder (MDD).,2019 Jun 8;92:76-82.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superior colliculus of corpora quadrigemina,cortex bone disorders,Visual information enters the cortex also through the superior colliculus (SC), but the function of this input on visual responses in the cortex is less clear.,2019 Jan 4;363(6422):64-69.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRAIN HIPPOCAMPUS,cortex bone disorders,In conclusion, hGFAP-CreERT2 mouse line could be a powerful tool for gene-targeting of astrocytes in cortex, striatum, hippocampus, hypothalamus, substantia nigra pars compacta and cerebellum, but not in thalamus and amygdala.,2018 Dec;27(6):508-525.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hypothalamic structure,cortex bone disorders,In conclusion, hGFAP-CreERT2 mouse line could be a powerful tool for gene-targeting of astrocytes in cortex, striatum, hippocampus, hypothalamus, substantia nigra pars compacta and cerebellum, but not in thalamus and amygdala.,2018 Dec;27(6):508-525.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Genus Hippocampus,Alzheimer's Disease,The expressions of BDNF in CA1 and CA2/3 regions of AD rats were significantly lower than those in the control group, and BDNF in the hippocampus of AD rats was significantly increased after 28 days of continuous injection of miR-22 (p &amp;lt; 0.05).,2018 Dec 31;64(15):84-89.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anterodorsal nucleus of thalamus,Alzheimer's Disease,The expression of miR-22 in the hippocampus of patients with AD inhibits neuronal apoptosis, thereby improving learning and memory dysfunction.,2018 Dec 31;64(15):84-89.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anterodorsal nucleus of thalamus,Alzheimer's Disease,The entorhinal cortex and the dentate gyrus are important for learning and memory, which are affected in the early stages of AD.,2019 Apr;224(3):1279-1290.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Midbrain structure,Van der Woude syndrome,IFN-γ/LPS treatment to the midbrain slice cultures activated microglia, increased exosomal release, and decreased dopamine neurons.,2019 Apr 2;511(2):427-433.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Genus Hippocampus,cortex bone disorders,To model mutant alleles, we ablated one or both Trio alleles from excitatory neurons in the cortex and hippocampus of mice.,2019 Mar 5;26(10):2805-2817.e9.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bundle, Predorsal,Parkinson Disease,Alzheimer's and Parkinson's diseases (AD and PD, respectively) are conditions found worldwide, being considered the most rampant degenerative pathologies related to CNS.,2019 Mar 5;9(3):371.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cerebral cortex,cortex bone disorders,Furthermore, these subcircuits share motifs of cortical-PF-cortical and cortical-PF-striatum organization that allow each PF subregion, via its precise connectivity with cortex, to coordinate diverse inputs to striatum.,2019 May 8;102(3):636-652.e7.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neostriatum,Shy-Drager Syndrome,We profiled ~ 800 miRNAs in the striatum of MSA patients in comparison to healthy individuals to identify specific miRNAs altered in MSA.,2019 Oct;56(10):7003-7021.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lateral Septal Nucleus,cortex bone disorders,The lateral septal nucleus (LSN) is related to the actions of antidepressants, and the prelimbic cortex (PL) and infralimbic cortex (IL) modulate responses to fear.,2019 Aug 5;368:111919.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anterodorsal nucleus of thalamus,Alzheimer's Disease,With the aid of intrahippocampal injection of miR-342-3p antagomir, we further show that in vivo miR-342-3p inhibition synergistically improved cognitive deficits in 3xTg-AD mice.,2019 Oct;34(5):1355-1363.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Substantia nigra structure,Parkinson Disease,The most common neuropathologic manifestation in patients with Parkinson's disease is dopamine neurons degeneration and loss in substantia nigra of middle brain.,2019 Oct;152:11-18.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cerebral cortex,cortex bone disorders,Although the heat shock response was similar in spinal cord and cortical glial, in SOD1&gt;sup&lt;G93A&gt;/sup&lt; expressing glia from both the spinal cord and cortex, the induction of heat shock response was diminished.,2019 Sep;24(5):857-870.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CA3 field,Alzheimer's Disease,Tyrosol treatment also prevented the enhancement of 4-hydroxy-2-nonenal immunoreactivity in the hippocampal CA3 region of AD mice.,2019;70(3):937-952.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CA1 field,Syndrome, Bloch-Sulzberger,We now demonstrate that in hippocampal CA1 pyramidal neurons IP&gt;sub&lt;3&gt;/sub&lt;#NAME?;sup&lt;2+&gt;/sup&lt; stores, respectively.,2019 Jul 19;10(1):3223.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Purkinje Cells,Disorder nervous system,In this report, we describe &gt;i&lt;1&gt;/i&lt;) the design and surgical implantation of a computer tomography (CT)-guided, subject-specific head post, &gt;i&lt;2&gt;/i&lt;) the design of a CT- and MRI-guided alignment tool for trajectory guidance of electrodes mounted on an absolute encoder microdrive, &gt;i&lt;3&gt;/i&lt;) development of a protocol for behavioral training of subjects, and &gt;i&lt;4&gt;/i&lt;) simultaneous recordings from pairs of Purkinje cells during a saccade task.&gt;b&lt;NEW &amp; NOTEWORTHY&gt;/b&lt; Marmosets present the opportunity to investigate genetically based neurological disease in primates, in particular, diseases that affect social behaviors, vocal communication, and eye movements.,2019 Oct 1;122(4):1502-1517.;;;;;;;;;;;;;;;;;;;;;;;;;;;
Genus Hippocampus,cortex bone disorders,We obtained uniform fluorescence maintenance throughout the whole mouse brain, while the continuous apical dendrites, spines, and axon terminals were shown evenly within the cortex, hippocampus, and the amygdala.,2019 Jul 23;13:752.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Structure of diencephalon,Functional disorder,Our data highlight the link between brain development and immune response, as well as several other factors to understand mechanisms related to the pathophysiology of SZ.&gt;b&lt;SIGNIFICANCE STATEMENT&gt;/b&lt; Prefrontal cortex dysfunction in schizophrenia can be a consequence of morphological abnormalities and oxidative/nitrosative stress, among others.,2019 Oct 23;39(43):8584-8599.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Medial Dorsal Nucleus,cortex bone disorders,In face- and character-selective regions in lateral VTC, T&gt;sub&lt;1&gt;/sub&lt; and MD decreased from age 5 to adulthood in mid and deep cortex, as well as in their adjacent white matter.,2019 Oct 8;116(41):20750-20759.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bundle, Predorsal,Alzheimer's Disease,In PD animal models, GPL-1RAs were able to protect motor activity and dopaminergic neurons whereas in AD models, they seemed to improve nearly all neuropathological features and cognitive functions.,2019 Oct 18;13:1112.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bundle, Predorsal,Alzheimer's Disease,Moreover, modulation of GLP-1 activity can influence amyloid β peptide aggregation in Alzheimer's disease (AD) and dopamine (DA) levels in Parkinson's disease (PD).,2019 Oct 18;13:1112.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRAIN HIPPOCAMPUS,Alzheimer's Disease,Alzheimer's disease (AD) is the most common type of dementia caused by severe neurodegeneration in the hippocampus and neocortical regions of the brain.,2020;1195:167.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRAIN HIPPOCAMPUS,cortex bone disorders,In the current study, ER stress-related proteins including p-eIF2α, GRP78 and CHOP showed peak expressions both in the cortex and hippocampus from day 2 to day 3 after TBI, indicating ER stress was activated in our TBI model.,2019 May;161:12-25.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cerebral hemisphere structure (body structure),Functional disorder,The availability of PET radioligands that target a variety of potential pathophysiological mechanisms-including cerebral metabolism, neuroinflammation, neuronal dysfunction, and oxidative stress-has enabled dynamic interrogation of molecular changes in ALS, in both natural history studies and human clinical trials.,2019 Mar 1;10:135.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRAIN HIPPOCAMPUS,cortex bone disorders,Intraventricular injection of recombinant pentraxin 3 increased neuronal maintenance in the peri-injured cortex and ipsilateral hippocampus, increased the number of doublecortin-positive neural progenitor cells in the subventricular and subgranular zones, and increased the number of bromodeoxyuridine (proliferation) and neuronal nuclear antigen (mature neuron) double-labeled cells in the hippocampus and peri-injured cortex.,2020 Dec;15(12):2318-2326.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
